id,order,appid,game,character,protagonist_name,protagonist_role,protagonist_type,source_type,source_url,source_note,validation_status,known_status,internal_suggested_primary_archetype,internal_suggested_secondary_archetype,internal_suggested_archetype_confidence_0_1,internal_archetype_rationale,internal_archetype_source_url,total_ratings_pos_neg,bucket,batch,prompt,include_main_clean,exclude_reason,game_name,character_name,display_game,display_character,display_label,validation_prompt,name,title,description,game_included_for_display,needs_split_or_research,igdb_id,original_release_year,igdb_corpus_title,igdb_corpus_year
igdbpre90_1985_ultima-iv-quest-of-the-avatar_the-avatar,328,,Ultima IV: Quest of the Avatar,The Avatar,The Avatar,virtue-seeking hero pursuing moral enlightenment rather than a final villain,custom CRPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/ultima-iv-quest-of-the-avatar,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Hero,0.85,The protagonist is unusually organized around moral knowledge and self-cultivation.,https://www.igdb.com/games/ultima-iv-quest-of-the-avatar,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe The Avatar in Ultima IV: Quest of the Avatar (1985)?,True,,Ultima IV: Quest of the Avatar,The Avatar,Ultima IV: Quest of the Avatar (1985),The Avatar,The Avatar — Ultima IV: Quest of the Avatar (1985),Which archetypes best describe The Avatar in Ultima IV: Quest of the Avatar (1985)?,The Avatar,The Avatar,Ultima IV: Quest of the Avatar (1985): virtue-seeking hero pursuing moral enlightenment rather than a final villain,True,False,2878,1985,Ultima IV: Quest of the Avatar,1985
igdbpre90_1986_alex-kidd-in-miracle-world_alex-kidd,329,,Alex Kidd in Miracle World,Alex Kidd,Alex Kidd,martial-arts mascot prince travelling to defeat Janken and rescue family,fixed mascot platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/alex-kidd-in-miracle-world,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Explorer,0.80,Alex Kidd is a mascot hero whose identity is tied to journeying through a hostile world.,https://www.igdb.com/games/alex-kidd-in-miracle-world,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Alex Kidd in Alex Kidd in Miracle World (1986)?,True,,Alex Kidd in Miracle World,Alex Kidd,Alex Kidd in Miracle World (1986),Alex Kidd,Alex Kidd — Alex Kidd in Miracle World (1986),Which archetypes best describe Alex Kidd in Alex Kidd in Miracle World (1986)?,Alex Kidd,Alex Kidd,Alex Kidd in Miracle World (1986): martial-arts mascot prince travelling to defeat Janken and rescue family,True,False,26778,1986,Alex Kidd in Miracle World,1986
igdbpre90_1986_bubble-bobble_bub-and-bob,330,,Bubble Bobble,Bub and Bob,Bub and Bob,boys transformed into bubble dragons rescuing their girlfriends,duo arcade platform protagonists,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/bubble-bobble,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Innocent,Hero,0.75,"The transformed childlike mascots create an Innocent frame, while rescue and combat add Hero.",https://www.igdb.com/games/bubble-bobble,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Bub and Bob in Bubble Bobble (1986)?,True,,Bubble Bobble,Bub and Bob,Bubble Bobble (1986),Bub and Bob,Bub and Bob — Bubble Bobble (1986),Which archetypes best describe Bub and Bob in Bubble Bobble (1986)?,Bub and Bob,Bub and Bob,Bubble Bobble (1986): boys transformed into bubble dragons rescuing their girlfriends,True,False,2630,1986,Bubble Bobble,1986
igdbpre90_1986_castlevania_simon-belmont,331,,Castlevania,Simon Belmont,Simon Belmont,vampire hunter entering Dracula’s castle to defeat the Count,fixed action-platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/castlevania,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Explorer,0.90,Simon is a paradigmatic monster-slaying hero moving through a hostile castle.,https://www.igdb.com/games/castlevania,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Simon Belmont in Castlevania (1986)?,True,,Castlevania,Simon Belmont,Castlevania (1986),Simon Belmont,Simon Belmont — Castlevania (1986),Which archetypes best describe Simon Belmont in Castlevania (1986)?,Simon Belmont,Simon Belmont,Castlevania (1986): vampire hunter entering Dracula’s castle to defeat the Count,True,False,1114,1986,Castlevania,1986
igdbpre90_1986_dragon-warrior_hero-descendant-of-erdrick,332,,Dragon Warrior,Hero / Descendant of Erdrick,Hero / Descendant of Erdrick,solitary fantasy hero rescuing Princess Gwaelin and confronting the Dragonlord,fixed/custom JRPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/dragon-warrior,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation. Commonly known in Japan as Dragon Quest; IGDB corpus row uses the North American title Dragon Warrior.,not_validated,named_or_defined_protagonist,Hero,Explorer,0.85,The game codifies the lone heroic quest in a travel-driven RPG structure.,https://www.igdb.com/games/dragon-warrior,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Hero / Descendant of Erdrick in Dragon Warrior (1986)?,True,,Dragon Warrior,Hero / Descendant of Erdrick,Dragon Warrior (1986),Hero / Descendant of Erdrick,Hero / Descendant of Erdrick — Dragon Warrior (1986),Which archetypes best describe Hero / Descendant of Erdrick in Dragon Warrior (1986)?,Hero / Descendant of Erdrick,Hero / Descendant of Erdrick,Dragon Warrior (1986): solitary fantasy hero rescuing Princess Gwaelin and confronting the Dragonlord,True,False,205229,1986,Dragon Warrior,1986
igdbpre90_1986_kid-icarus_pit,333,,Kid Icarus,Pit,Pit,angelic warrior fighting Medusa’s forces to rescue Palutena,fixed action-platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/kid-icarus,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Innocent,0.80,"Pit is a youthful angelic rescuer, making Innocent a strong secondary.",https://www.igdb.com/games/kid-icarus,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Pit in Kid Icarus (1986)?,True,,Kid Icarus,Pit,Kid Icarus (1986),Pit,Pit — Kid Icarus (1986),Which archetypes best describe Pit in Kid Icarus (1986)?,Pit,Pit,Kid Icarus (1986): angelic warrior fighting Medusa’s forces to rescue Palutena,True,False,3663,1986,Kid Icarus,1986
igdbpre90_1986_metroid_samus-aran,334,,Metroid,Samus Aran,Samus Aran,space bounty hunter exploring Zebes and stopping the Space Pirates,fixed action-exploration protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/metroid--1,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Explorer,Hero,0.90,Samus is defined by hostile-world exploration and heroic confrontation.,https://www.igdb.com/games/metroid--1,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Samus Aran in Metroid (1986)?,True,,Metroid,Samus Aran,Metroid (1986),Samus Aran,Samus Aran — Metroid (1986),Which archetypes best describe Samus Aran in Metroid (1986)?,Samus Aran,Samus Aran,Metroid (1986): space bounty hunter exploring Zebes and stopping the Space Pirates,True,False,342602,1986,Metroid,1986
igdbpre90_1986_the-legend-of-zelda_link,335,,The Legend of Zelda,Link,Link,young hero restoring the Triforce and rescuing Zelda from Ganon,silent/projective adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/the-legend-of-zelda,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Explorer,0.90,"Link is the mythic rescuer, while open exploration is central to the game structure.",https://www.igdb.com/games/the-legend-of-zelda,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Link in The Legend of Zelda (1986)?,True,,The Legend of Zelda,Link,The Legend of Zelda (1986),Link,Link — The Legend of Zelda (1986),Which archetypes best describe Link in The Legend of Zelda (1986)?,Link,Link,The Legend of Zelda (1986): young hero restoring the Triforce and rescuing Zelda from Ganon,True,False,1022,1986,The Legend of Zelda,1986
igdbpre90_1986_space-quest-the-sarien-encounter_roger-wilco,336,,Space Quest: The Sarien Encounter,Roger Wilco,Roger Wilco,janitor accidentally drawn into saving his ship and galaxy,fixed comic adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/space-quest-the-sarien-encounter,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Everyman,Jester,0.85,Roger Wilco is a paradigmatic comic everyman hero by accident.,https://www.igdb.com/games/space-quest-the-sarien-encounter,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Roger Wilco in Space Quest: The Sarien Encounter (1986)?,True,,Space Quest: The Sarien Encounter,Roger Wilco,Space Quest: The Sarien Encounter (1986),Roger Wilco,Roger Wilco — Space Quest: The Sarien Encounter (1986),Which archetypes best describe Roger Wilco in Space Quest: The Sarien Encounter (1986)?,Roger Wilco,Roger Wilco,Space Quest: The Sarien Encounter (1986): janitor accidentally drawn into saving his ship and galaxy,True,False,28,1986,Space Quest: The Sarien Encounter,1986
igdbpre90_1986_wonder-boy_tom-tom,337,,Wonder Boy,Tom-Tom,Tom-Tom,cave-boy hero travelling through islands to rescue his girlfriend,fixed platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/wonder-boy,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Explorer,0.75,The role is a simple rescue-quest hero structured by traversal.,https://www.igdb.com/games/wonder-boy,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Tom-Tom in Wonder Boy (1986)?,True,,Wonder Boy,Tom-Tom,Wonder Boy (1986),Tom-Tom,Tom-Tom — Wonder Boy (1986),Which archetypes best describe Tom-Tom in Wonder Boy (1986)?,Tom-Tom,Tom-Tom,Wonder Boy (1986): cave-boy hero travelling through islands to rescue his girlfriend,True,False,5560,1986,Wonder Boy,1986
igdbpre90_1987_contra_bill-rizer-and-lance-bean,338,,Contra,Bill Rizer and Lance Bean,Bill Rizer and Lance Bean,commando duo fighting an alien organization,duo run-and-gun protagonists,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/contra,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Rebel,0.80,The protagonists are military action heroes fighting an invading/authoritarian threat.,https://www.igdb.com/games/contra,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Bill Rizer and Lance Bean in Contra (1987)?,True,,Contra,Bill Rizer and Lance Bean,Contra (1987),Bill Rizer and Lance Bean,Bill Rizer and Lance Bean — Contra (1987),Which archetypes best describe Bill Rizer and Lance Bean in Contra (1987)?,Bill Rizer and Lance Bean,Bill Rizer and Lance Bean,Contra (1987): commando duo fighting an alien organization,True,False,4598,1987,Contra,1987
igdbpre90_1987_dizzy-the-ultimate-cartoon-adventure_dizzy,339,,Dizzy: The Ultimate Cartoon Adventure,Dizzy,Dizzy,egg-shaped cartoon adventurer navigating a fantasy kingdom,fixed puzzle-adventure mascot protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/dizzy-the-ultimate-cartoon-adventure,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Jester,Explorer,0.75,Dizzy is a comic mascot whose main function is puzzle-based exploration.,https://www.igdb.com/games/dizzy-the-ultimate-cartoon-adventure,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Dizzy in Dizzy: The Ultimate Cartoon Adventure (1987)?,True,,Dizzy: The Ultimate Cartoon Adventure,Dizzy,Dizzy: The Ultimate Cartoon Adventure (1987),Dizzy,Dizzy — Dizzy: The Ultimate Cartoon Adventure (1987),Which archetypes best describe Dizzy in Dizzy: The Ultimate Cartoon Adventure (1987)?,Dizzy,Dizzy,Dizzy: The Ultimate Cartoon Adventure (1987): egg-shaped cartoon adventurer navigating a fantasy kingdom,True,False,12357,1987,Dizzy: The Ultimate Cartoon Adventure,1987
igdbpre90_1987_double-dragon_billy-and-jimmy-lee,340,,Double Dragon,Billy and Jimmy Lee,Billy and Jimmy Lee,martial-arts brothers rescuing Marian from a gang,duo beat-em-up protagonists,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/double-dragon,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Caregiver,0.80,"The beat-em-up structure is heroic violence, framed by rescue/protection.",https://www.igdb.com/games/double-dragon,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Billy and Jimmy Lee in Double Dragon (1987)?,True,,Double Dragon,Billy and Jimmy Lee,Double Dragon (1987),Billy and Jimmy Lee,Billy and Jimmy Lee — Double Dragon (1987),Which archetypes best describe Billy and Jimmy Lee in Double Dragon (1987)?,Billy and Jimmy Lee,Billy and Jimmy Lee,Double Dragon (1987): martial-arts brothers rescuing Marian from a gang,True,False,6787,1987,Double Dragon,1987
igdbpre90_1987_final-fantasy_warriors-of-light,341,,Final Fantasy,Warriors of Light,Warriors of Light,prophecy-bound RPG party restoring the elemental crystals,party JRPG protagonists,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/final-fantasy,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Innocent,0.80,The party is archetypally heroic and prophecy-bound rather than individually characterized.,https://www.igdb.com/games/final-fantasy,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Warriors of Light in Final Fantasy (1987)?,True,,Final Fantasy,Warriors of Light,Final Fantasy (1987),Warriors of Light,Warriors of Light — Final Fantasy (1987),Which archetypes best describe Warriors of Light in Final Fantasy (1987)?,Warriors of Light,Warriors of Light,Final Fantasy (1987): prophecy-bound RPG party restoring the elemental crystals,True,False,385,1987,Final Fantasy,1987
igdbpre90_1987_leisure-suit-larry-in-the-land-of-the-lounge-lizards_larry-laffer,342,,Leisure Suit Larry in the Land of the Lounge Lizards,Larry Laffer,Larry Laffer,comic would-be lover searching for romance and status,fixed comic adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/leisure-suit-larry-in-the-land-of-the-lounge-lizards,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Jester,Lover,0.85,Larry is primarily a comic failure/trickster figure organized around sexual-romantic pursuit.,https://www.igdb.com/games/leisure-suit-larry-in-the-land-of-the-lounge-lizards,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Larry Laffer in Leisure Suit Larry in the Land of the Lounge Lizards (1987)?,True,,Leisure Suit Larry in the Land of the Lounge Lizards,Larry Laffer,Leisure Suit Larry in the Land of the Lounge Lizards (1987),Larry Laffer,Larry Laffer — Leisure Suit Larry in the Land of the Lounge Lizards (1987),Which archetypes best describe Larry Laffer in Leisure Suit Larry in the Land of the Lounge Lizards (1987)?,Larry Laffer,Larry Laffer,Leisure Suit Larry in the Land of the Lounge Lizards (1987): comic would-be lover searching for romance and status,True,False,2906,1987,Leisure Suit Larry in the Land of the Lounge Lizards,1987
igdbpre90_1987_maniac-mansion_dave-miller-and-friends,343,,Maniac Mansion,Dave Miller and friends,Dave Miller and friends,teen ensemble infiltrating a mansion to rescue Sandy,ensemble graphic-adventure protagonists,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/maniac-mansion,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Everyman,Jester,0.75,The playable teens are everyday intruders in a comic horror/adventure scenario.,https://www.igdb.com/games/maniac-mansion,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Dave Miller and friends in Maniac Mansion (1987)?,True,,Maniac Mansion,Dave Miller and friends,Maniac Mansion (1987),Dave Miller and friends,Dave Miller and friends — Maniac Mansion (1987),Which archetypes best describe Dave Miller and friends in Maniac Mansion (1987)?,Dave Miller and friends,Dave Miller and friends,Maniac Mansion (1987): teen ensemble infiltrating a mansion to rescue Sandy,True,False,192,1987,Maniac Mansion,1987
igdbpre90_1987_mega-man_mega-man,344,,Mega Man,Mega Man,Mega Man,robot hero defeating Robot Masters and gaining their weapons,fixed action-platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/mega-man,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Magician,0.85,Mega Man is a heroic fighter whose signature mechanic is transformative appropriation of powers.,https://www.igdb.com/games/mega-man,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Mega Man in Mega Man (1987)?,True,,Mega Man,Mega Man,Mega Man (1987),Mega Man,Mega Man — Mega Man (1987),Which archetypes best describe Mega Man in Mega Man (1987)?,Mega Man,Mega Man,Mega Man (1987): robot hero defeating Robot Masters and gaining their weapons,True,False,1714,1987,Mega Man,1987
igdbpre90_1987_metal-gear_solid-snake,345,,Metal Gear,Solid Snake,Solid Snake,special operative infiltrating Outer Heaven to investigate Metal Gear,fixed stealth-action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/metal-gear,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Hero,0.85,"Snake’s early role is infiltration and intelligence-gathering, supported by heroic military action.",https://www.igdb.com/games/metal-gear,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Solid Snake in Metal Gear (1987)?,True,,Metal Gear,Solid Snake,Metal Gear (1987),Solid Snake,Solid Snake — Metal Gear (1987),Which archetypes best describe Solid Snake in Metal Gear (1987)?,Solid Snake,Solid Snake,Metal Gear (1987): special operative infiltrating Outer Heaven to investigate Metal Gear,True,False,374,1987,Metal Gear,1987
igdbpre90_1987_phantasy-star_alis-landale,346,,Phantasy Star,Alis Landale,Alis Landale,young woman beginning a rebellion against Lassic after her brother’s death,fixed JRPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/phantasy-star,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Rebel,Hero,0.85,Alis is a clear early female RPG protagonist whose story begins as resistance against tyranny.,https://www.igdb.com/games/phantasy-star,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Alis Landale in Phantasy Star (1987)?,True,,Phantasy Star,Alis Landale,Phantasy Star (1987),Alis Landale,Alis Landale — Phantasy Star (1987),Which archetypes best describe Alis Landale in Phantasy Star (1987)?,Alis Landale,Alis Landale,Phantasy Star (1987): young woman beginning a rebellion against Lassic after her brother’s death,True,False,1233,1987,Phantasy Star,1987
igdbpre90_1987_police-quest-in-pursuit-of-the-death-angel_sonny-bonds,347,,Police Quest: In Pursuit of the Death Angel,Sonny Bonds,Sonny Bonds,police officer investigating crime and pursuing the Death Angel,fixed police adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/police-quest-in-pursuit-of-the-death-angel,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Hero,0.80,"Police Quest centers procedure, investigation, and law-enforcement heroism.",https://www.igdb.com/games/police-quest-in-pursuit-of-the-death-angel,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Sonny Bonds in Police Quest: In Pursuit of the Death Angel (1987)?,True,,Police Quest: In Pursuit of the Death Angel,Sonny Bonds,Police Quest: In Pursuit of the Death Angel (1987),Sonny Bonds,Sonny Bonds — Police Quest: In Pursuit of the Death Angel (1987),Which archetypes best describe Sonny Bonds in Police Quest: In Pursuit of the Death Angel (1987)?,Sonny Bonds,Sonny Bonds,Police Quest: In Pursuit of the Death Angel (1987): police officer investigating crime and pursuing the Death Angel,True,False,1924,1987,Police Quest: In Pursuit of the Death Angel,1987
igdbpre90_1987_shinobi_joe-musashi,348,,Shinobi,Joe Musashi,Joe Musashi,ninja rescuing hostages and fighting a crime syndicate,fixed action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/shinobi,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Rebel,0.80,Joe Musashi is a direct rescue/action hero operating outside ordinary legal order.,https://www.igdb.com/games/shinobi,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Joe Musashi in Shinobi (1987)?,True,,Shinobi,Joe Musashi,Shinobi (1987),Joe Musashi,Joe Musashi — Shinobi (1987),Which archetypes best describe Joe Musashi in Shinobi (1987)?,Joe Musashi,Joe Musashi,Shinobi (1987): ninja rescuing hostages and fighting a crime syndicate,True,False,6899,1987,Shinobi,1987
igdbpre90_1987_sid-meier-s-pirates_pirate-captain,349,,Sid Meier's Pirates!,Pirate captain,Pirate captain,"open-ended pirate captain seeking fortune, rank, revenge, or romance",systemic open-ended protagonist role,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/sid-meiers-pirates,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Explorer,Rebel,0.85,The pirate role combines free-roaming exploration with outlaw identity.,https://www.igdb.com/games/sid-meiers-pirates,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Pirate captain in Sid Meier's Pirates! (1987)?,True,,Sid Meier's Pirates!,Pirate captain,Sid Meier's Pirates! (1987),Pirate captain,Pirate captain — Sid Meier's Pirates! (1987),Which archetypes best describe Pirate captain in Sid Meier's Pirates! (1987)?,Pirate captain,Pirate captain,"Sid Meier's Pirates! (1987): open-ended pirate captain seeking fortune, rank, revenge, or romance",True,False,9231,1987,Sid Meier's Pirates!,1987
igdbpre90_1987_the-ancient-land-of-ys_adol-christin,350,,The Ancient Land of Ys,Adol Christin,Adol Christin,red-haired adventurer discovering the land and mysteries of Ys,fixed action-RPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/the-ancient-land-of-ys,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation. Display title follows the available IGDB corpus title; the protagonist is the Ys series adventurer Adol Christin.,not_validated,named_or_defined_protagonist,Explorer,Hero,0.85,Adol is a durable Explorer archetype whose series identity centers on adventure and discovery.,https://www.igdb.com/games/the-ancient-land-of-ys,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Adol Christin in The Ancient Land of Ys (1987)?,True,,The Ancient Land of Ys,Adol Christin,The Ancient Land of Ys (1987),Adol Christin,Adol Christin — The Ancient Land of Ys (1987),Which archetypes best describe Adol Christin in The Ancient Land of Ys (1987)?,Adol Christin,Adol Christin,The Ancient Land of Ys (1987): red-haired adventurer discovering the land and mysteries of Ys,True,False,2411,1987,The Ancient Land of Ys,1987
igdbpre90_1988_king-s-quest-iv-the-perils-of-rosella_rosella,351,,King's Quest IV: The Perils of Rosella,Rosella,Rosella,princess travelling to save her father and help Genesta,fixed graphic-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/king-s-quest-iv-the-perils-of-rosella,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Caregiver,Hero,0.80,"Rosella is motivated by saving family and restoring another being, with heroic quest structure.",https://www.igdb.com/games/king-s-quest-iv-the-perils-of-rosella,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Rosella in King's Quest IV: The Perils of Rosella (1988)?,True,,King's Quest IV: The Perils of Rosella,Rosella,King's Quest IV: The Perils of Rosella (1988),Rosella,Rosella — King's Quest IV: The Perils of Rosella (1988),Which archetypes best describe Rosella in King's Quest IV: The Perils of Rosella (1988)?,Rosella,Rosella,King's Quest IV: The Perils of Rosella (1988): princess travelling to save her father and help Genesta,True,False,744,1988,King's Quest IV: The Perils of Rosella,1988
igdbpre90_1988_ninja-gaiden_ryu-hayabusa,352,,Ninja Gaiden,Ryu Hayabusa,Ryu Hayabusa,ninja avenging his father and confronting demonic forces,fixed action-platform protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/ninja-gaiden--1,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Rebel,0.85,"Ryu is a revenge/action hero, resisting occult and criminal forces.",https://www.igdb.com/games/ninja-gaiden--1,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Ryu Hayabusa in Ninja Gaiden (1988)?,True,,Ninja Gaiden,Ryu Hayabusa,Ninja Gaiden (1988),Ryu Hayabusa,Ryu Hayabusa — Ninja Gaiden (1988),Which archetypes best describe Ryu Hayabusa in Ninja Gaiden (1988)?,Ryu Hayabusa,Ryu Hayabusa,Ninja Gaiden (1988): ninja avenging his father and confronting demonic forces,True,False,7558,1988,Ninja Gaiden,1988
igdbpre90_1988_altered-beast_resurrected-centurion,353,,Altered Beast,Resurrected centurion,Resurrected centurion,dead warrior revived by Zeus and transformed into beasts to rescue Athena,fixed mythic action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/altered-beast,Batch 10: manually curated pre-1990 key protagonists and defined player roles from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Magician,Hero,0.80,"Transformation is the defining mechanic and fantasy, with a heroic rescue frame.",https://www.igdb.com/games/altered-beast,,igdb_pre1990_key_games,10_pre1990_63,Which archetypes best describe Resurrected centurion in Altered Beast (1988)?,True,,Altered Beast,Resurrected centurion,Altered Beast (1988),Resurrected centurion,Resurrected centurion — Altered Beast (1988),Which archetypes best describe Resurrected centurion in Altered Beast (1988)?,Resurrected centurion,Resurrected centurion,Altered Beast (1988): dead warrior revived by Zeus and transformed into beasts to rescue Athena,True,False,2604,1988,Altered Beast,1988
