igdb_id,name,original_release_year,genres,themes,game_modes,visibility_count_score,rating_count,total_rating_count,summary,storyline,llm6_protagonist_name,llm6_protagonist_type,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,llm6_protagonist_confidence_0_3,llm6_archetype_confidence_0_3,llm6_needs_manual_review,llm6_evidence_basis,llm6_note
1105,Metroid Prime,2002,Adventure | Platform | Shooter,Action | Open world | Science fiction,Single player,2636.0,876.0,878.0,"A 3D exploration-focused metroidvania with first-person shooting mechanics and the first 3D entry in the Metroid series, Metroid Prime follows Samus Aran after the events of Metroid (1986) as she boards a Space Pirate frigate, then chases her escaping archrival Ridley into the intricately structured Tallon IV, a planet full of deadly wildlife and former home to the advanced and ancient Chozo race.","After receiving a distress signal from a Space Pirate frigate in orbit, bounty hunter Samus Aran boards the vessel and discovers the Pirates have been conducting biological experiments. When the frigate is destroyed, Samus pursues her nemesis Ridley to the surface of the planet Tallon IV, where she uncovers the remains of the Chozo civilization and the source of a toxic substance called Phazon that is corrupting the planet's ecosystem.",Samus Aran,fixed_named_single,Explorer/Seeker,Hero/Warrior,Sage/Investigator,3,3,False,general_knowledge,Bounty hunter exploring alien environments.
495,Metro 2033,2010,Role-playing (RPG) | Shooter,Action | Horror | Science fiction | Stealth | Survival | Thriller | Warfare,Single player,2634.0,874.0,877.0,"Metro 2033 is a first-person shooter with survival horror elements, based on the Russian book of the same name by Dmitry Glukhovsky. Most of the game takes place underground, but several times Artyom will have to venture outside, into the perpetual nuclear winter. Game progression is fairly linear, though areas may be explored more thoroughly for items and ammunition. Setpieces include a few on-rails sequences, missions that involve defending a location from an onslaught of monsters, and others. A few stages can be completed in a stealthy fashion.","Set in the shattered subway of a post apocalyptic Moscow, Metro 2033 is a story of intensive underground survival where the fate of mankind rests in your hands. In 2013 the world was devastated by an apocalyptic event, annihilating almost all mankind and turning the earth's surface into a poisonous wasteland. A handful of survivors took refuge in the depths of the Moscow underground, and human civilization entered a new Dark Age. The year is 2033. An entire generation has been born and raised underground, and their besieged Metro Station-Cities struggle for survival, with each other, and the mutant horrors that await outside. You are Artyom, born in the last days before the fire, but raised Underground. Having never ventured beyond your Metro Station-City limits, one fateful event sparks a desperate mission to the heart of the Metro system, to warn the remnants of mankind of a terrible impending threat. Your journey takes you from the forgotten catacombs beneath the subway to the desolate wastelands above, where your actions will determine the fate of mankind.",Artyom,fixed_named_single,Everyman/Orphan,Explorer/Seeker,Hero/Warrior,3,3,False,general_knowledge,Survivor exploring post-apocalyptic metro.
1030,The Legend of Zelda: Majora's Mask,2000,Adventure | Puzzle,Action | Fantasy | Horror | Open world,Single player,2592.0,864.0,864.0,"The Legend of Zelda: Majora's Mask is a direct sequel to Ocarina of Time, it utilizes the same engine and visual style as its predecessor. The game retains the traditional elements of Zelda games as well as those introduced in Ocarina of Time, such as active blocking with a shield, various throwing items, and the usage of melodies played on the ocarina to solve puzzles. Compared to the previous Zelda games, this installment is more oriented towards interaction with NPCs and has a larger variety of items, optional quests, and mini-games. It also includes a time system that spans three days, and this cycle must be reset periodically to progress through the game.","After the events of The Legend of Zelda: Ocarina of Time, Link departs on his horse Epona in the Lost Woods and is assaulted by an imp named Skull Kid who dons a mysterious mask, accompanied by the fairies Tael and Tatl. Skull Kid turns Link into a small plant-like creature known as Deku Scrub and takes away his horse and his magical ocarina. Shortly afterward, Tatl joins Link and agrees to help him revert to his native form. A meeting with a wandering mask salesman reveals that the Skull Kid is wearing Majora's Mask, an ancient item used in hexing rituals, which calls forth a menacing moon hovering over the land of Termina. Link has exactly three days to find a way to prevent this from happening.",Link,fixed_named_single,Hero/Warrior,Explorer/Seeker,Innocent,3,3,False,general_knowledge,Zelda mainline lead.
97,Need for Speed: Underground 2,2004,Racing,Action,Multiplayer | Single player | Split screen,2583.0,857.0,860.0,"Need for Speed: Underground 2 is a street racing game and the first entry in the series to feature an open world environment. Set in the fictional city of Bayview, players drive freely between events while building their reputation through circuit, sprint, drift, drag, and Street X races, as well as outrun challenges and Underground Racing League tournaments. The game expands on its predecessor with broader vehicle customization options, a sponsorship system, and new race types. SUVs appear alongside the returning roster of tuner cars.","Shortly after becoming the top racer in Olympic City, the player is ambushed and their car is destroyed by an unknown assailant. Six months later, they relocate to the city of Bayview to start over, guided by a contact named Rachel Teller who introduces them to the local racing scene. As the player earns sponsorships and builds a reputation, they draw the attention of Caleb Reece, the leader of a crew called The Wraiths who is attempting to control Bayview's racing scene by manipulating sponsorship deals. Rachel reveals that Caleb is the same person responsible for the attack in Olympic City. After turning one of Caleb's crew members to their side and surviving multiple attempts to sabotage their career through rigged tournaments, the player challenges Caleb directly, defeats him, and claims the title of Bayview's best underground racer.",,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
1221,Kingdom Hearts II,2005,Adventure | Role-playing (RPG),Action | Fantasy,Single player,2520.0,836.0,839.0,"Kingdom Hearts II is an action role-playing game, and the primary entry to the series since the 2002 Disney Interactive and Square collaboration. The game's setting is a collection of various levels (referred to in-game as ""worlds"") that the player progresses through. As in the first game, it II allows the player to travel to locales from various Disney works, along with original worlds specifically created for the series.","One year after the events of Kingdom Hearts: Chain of Memories, Sora, Donald and Goofy awaken in Twilight Town. Bent on the quest to find Riku and King Mickey Mouse, the three begin their journey. However, they soon discover that while they have been asleep, the Heartless are back. Not only that, but new enemies also showed up during their absence. Sora, Donald and Goofy set off on a quest to rid the world of the Heartless once more, uncovering the many secrets that linger about Ansem and the mysterious Organization XIII.",Sora,fixed_named_single,Innocent,Hero/Warrior,Lover,3,3,False,general_knowledge,Sora as optimistic heart-centered hero.
41,Deus Ex,2000,Adventure | Role-playing (RPG) | Shooter,Action | Mystery | Science fiction | Stealth | Thriller,Multiplayer | Single player,2498.0,830.0,832.0,"A philosophical first-person WRPG set in a dystopian 2052 in which JC Denton, a nano-augmented agent for the anti-terrorist organization UNATCO, is tasked with stopping the invasion of Liberty Island by the terrorist group NSF. As events unfold, Denton finds that he plays a large part in a world-spanning conspiracy which forces him to ponder his allegiances, beliefs, morality, and view of right and wrong.","The year is 2052 and the world is in crisis. A devastating plague known as the Gray Death ravages the global population, while supplies of its only vaccine remain tightly controlled. Amid rising economic inequality and widespread unrest, a terrorist organization called the National Secessionist Force targets shipments of the scarce cure.

JC Denton, a recently deployed agent for the United Nations Anti-Terrorist Coalition, is equipped with cutting-edge nanotechnology augmentations. Tasked with combating the NSF threat, Denton quickly discovers that the conflict runs far deeper than simple terrorism. Behind the chaos, shadowy organizations vie for dominance, and the conspiracy surrounding the Gray Death's origins forces Denton to question everything he knows about his employers, his mission, and the future of civilization itself.",JC Denton,fixed_named_single,Sage/Investigator,Rebel/Outlaw,Magician/Transformer,3,3,False,general_knowledge,Conspiracy investigator with augmented identity.
987,Halo 3,2007,Shooter,Action | Sandbox | Science fiction | Warfare,Co-operative | Multiplayer | Single player | Split screen,2497.0,827.0,831.0,"Halo 3 is a shooter game where players primarily experience gameplay from a first-person perspective. Much of the gameplay takes place on foot, but also includes segments focused on vehicular combat. The balance of weapons and objects in the game was adjusted to better adhere to the ""Golden Triangle of Halo"": these are weapons, grenades, and melee attacks, which are available to a player in most situations. Players may dual-wield some weapons, forgoing the use of grenades and melee attacks in favor of the combined firepower of two weapons. Many weapons available in previous installments of the series return with minor cosmetic and power alterations. Unlike previous installments, the player's secondary weapon is visible on their player model, holstered or slung across the player's back.
Halo 3 introduces ""support weapons"", which are cumbersome two-handed weapons that slow the player, but offer greatly increased firepower in return. In addition to weapons, the game contains a new class of gear called equipment; these items have various effects, ranging from defensive screens to shield regeneration and flares. Only one piece of equipment can be carried at a time. The game's vehicular component has been expanded with new drivable and AI-only vehicles.","After the events of the comic tie-in Halo: Uprising, the Master Chief crashes in eastern Africa, where he is found by Johnson and the Arbiter. The Chief, Johnson, and company fight Covenant in the jungle and arrive at a UNSC outpost. Here, Keyes and Lord Hood plan a final effort to stop the Covenant leader, the High Prophet of Truth, from activating a Forerunner artifact uncovered outside the ruins of the city of New Mombasa. The Chief clears anti-air Covenant defenses so Hood can lead the last of Earth's ships against the Prophet, but Truth activates the buried artifact, creating a slipspace portal which he and his followers enter. A Flood-infested ship crash-lands nearby; Elite forces arrive and vitrify Flood-infected areas of Earth, stopping the threat. Following a message Cortana left aboard the Flood ship, the Chief, Arbiter, Elites, Johnson, Keyes and their troops follow Truth through the portal. Joining them is 343 Guilty Spark, who aids the Chief as he has no function to fulfill after the destruction of his ringworld.
Traveling through the portal, the humans and Elites discover an immense artificial structure known as the Ark, far beyond the edges of the Milky Way galaxy. Here, Truth can remotely activate all the Halos. The Flood arrive aboard High Charity in full force, beginning to infest the installation. Truth captures Johnson, as he needs a human to use Forerunner technology. Keyes is killed attempting a rescue, and Johnson is forced to activate the rings. Gravemind forges a truce with the Chief and Arbiter to stop Truth. The Arbiter, Master Chief, and Flood forces arrive and overwhelm Truth's guards, rescuing Johnson and halting the installations' activation. After the Arbiter kills Truth, Gravemind turns on the Chief and Arbiter.
The Chief, Arbiter and Guilty Spark discover that the Ark is constructing another Halo to replace the one that the Chief previously destroyed. The Chief decides to activate this Halo; the ringworld would eliminate the Flood infestation on the Ark while sparing the galaxy at large from destruction. To activate the ring, the Chief rescues Cortana, who has the Activation Index of the destroyed Halo, from High Charity and destroys the city. Arriving on the new Halo, Cortana warns that Gravemind is trying to rebuild itself on the ring. The Chief, Arbiter, and Johnson travel to Halo's control room to activate the ring. Guilty Spark explains that because the ring is not yet complete, a premature activation will destroy it and the Ark. When Johnson ignores his warning, Guilty Spark fatally wounds him to protect ""his"" ring. The Chief destroys Guilty Spark, activates the ring, and escapes the ring's self-destruction on the UNSC frigate Forward Unto Dawn. However, the force of Halo's blast causes the slipspace portal to collapse, resulting in only the front half of Forward Unto Dawn, carrying the Arbiter, making it back to Earth.
A memorial service is held on Earth for the fallen heroes of the Human-Covenant war, during which the Arbiter and Lord Hood briefly exchange words regarding the fallen Master Chief. After the memorial service, the Arbiter and his Elite brethren depart for their home planet, Sanghelios. Meanwhile, the rear half of the Forward Unto Dawn drifts in unknown space. Cortana drops a distress beacon, but acknowledges it may be many years before they are rescued. The Chief enters cryonic sleep, telling Cortana to ""wake me, when you need me."" If the game is completed at the Legendary difficulty level, the scene continues to show the piece of Forward Unto Dawn drifting towards an unknown planet, revealed in the sequel to be known as ""Requiem"", the primary setting of the campaign of Halo 4.",Master Chief,fixed_named_single,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,3,3,False,general_knowledge,Supersoldier hero protagonist.
1128,Castlevania: Symphony of the Night,1997,Adventure | Platform | Role-playing (RPG),Action | Horror | Open world,Single player,2490.0,826.0,829.0,"Having been awoken from his eternal slumber by the reappearance of Castlevania, Alucard must once again face the evil minions of darkness. Use your vampiric powers, along with weapons, potions, and other magical relics to change the tide of battle.

A mixture of platform and role-playing action with many hidden areas and secrets. Can you discover them all?","The game's story takes place during the year 1797, 5 years after the events of Rondo of Blood and begins with Richter Belmont's defeat of Count Dracula, mirroring the end of the former game. However, despite Dracula being defeated, Richter vanishes without a trace. Castlevania rises again five years later, and while there are no Belmonts to storm the castle, Alucard, the son of Dracula, awakens from his self-induced sleep, and decides to investigate what transpired during his slumber.

Meanwhile, Maria Renard, Richter's sister-in-law, enters Castlevania herself to search for the missing Richter. She assists Alucard multiple times throughout the game.",Alucard,fixed_named_single,Rebel/Outlaw,Hero/Warrior,Explorer/Seeker,3,3,False,general_knowledge,Vampiric rebel protagonist.
96,Need for Speed: Underground,2003,Racing,,Multiplayer | Single player | Split screen,2471.0,821.0,823.0,"Need for Speed: Underground is a 2003 racing video game and the seventh installment in the Need for Speed series. It rebooted the franchise, ignoring previous Need for Speed games that featured sports cars and exotics. Underground is the first game in the series to offer a career mode that features a comprehensive storyline, as well as a garage mode that allows players to fully customize their cars with a large variety of brand-name performance and visual upgrades.","The player arrives in Olympic City as an unknown street racer, guided by a contact named Samantha who introduces them to the local illegal racing scene. As they climb through the ranks by defeating circuit, drag, and drift specialists, they attract the attention of The Eastsiders, a dominant racing crew led by the city's top underground racer, Eddie. Eddie dismisses the newcomer and forces them to race Samantha to continue climbing, a decision that fractures their friendship. After working their way to the top of every racing board and reclaiming Samantha's stolen car from a rival mechanic, the player confronts Eddie and defeats him, only to face a final challenge from an unidentified driver revealed to be Eddie's girlfriend, Melissa.",,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
499,God of War III,2010,Adventure | Hack and slash/Beat 'em up,Action | Fantasy | Historical,Single player,2400.0,792.0,798.0,"Set in the realm of brutal Greek mythology, God of War III is a single-player game that allows players to take on the climatic role of the ex-Spartan warrior, Kratos, as he scales through the intimidating heights of Mt. Olympus and the dark depths of Hell to seek revenge on those who have betrayed him. Armed with double-chained blades, and an array of new weapons and magic for this iteration of the trilogy, Kratos must take on mythology's darkest creatures while solving intricate puzzles throughout his merciless quest to destroy Olympus. Utilizing a new game engine built from the ground up and state-of-the-art visual technologies, the development team behind God of War III has made standard-setting strides in giving players the realistic feel of actually being on the battlegrounds. With texture resolutions quadrupling since God of War II on PlayStation 2 computer entertainment system, God of War III, in its debut on the PS3 system, will feature fluid, life-like characters, as well as dynamic lighting effects, a robust weapon system, and world-changing scenarios that will truly bring unmistakable realism to Kratos' fateful quest. Players will have a chance to join battles on a grand scale that is four times larger than its predecessor.","Following the ending of God of War II, God of War III picks up directly after this with a stirring opening narration from Zeus discussing the actions of the rogue Kratos, who is 'commanding' a small army of Titans rescued from the Great War (using the power of the Fates). The Olympians immediately rush to battle; Helios rides on his chariot over Olympus, Hermes speeds down the very peaks of Olympus as Zeus watches on, Hercules receives the order to lead his troops down into the fray, Hades lunges off and engages several Titans in his giant form, and Poseidon (using his aquakinesis) shoots down from Olympus like a missile and performs a death blow through the chest of Epimetheus, and then manifests himself as a massive water being and spawns several water horses called Hippocampi to aid in the battle. With Poseidon as their greatest threat in the battle, having already decimated numerous Titans and soon going after Gaia herself, Kratos engages the God of the Sea and after drawing him into Gaia's grasp manages to knock a weakened Poseidon out of his godly form and onto a separate platform. The two quarrel with each other briefly before Kratos walks up and beats the Lord of the Sea savagely, finally gouging out his eyes and snapping his neck before he tosses him into the ocean. With Poseidon's death, the seas cataclysm and ocean levels rise significantly, causing a flood that appears to engulf the entire world and destroying almost all of mankind save those on top of Olympia.",Kratos,fixed_named_single,Rebel/Outlaw,Hero/Warrior,Ruler/Leader,3,3,False,general_knowledge,Violent mythic antihero lead.
2963,Dota 2,2013,MOBA | Strategy,Action | Fantasy | Warfare,Co-operative | Multiplayer,2287.0,757.0,761.0,"Dota 2 is a multiplayer online battle arena video game and the stand-alone sequel to the Defense of the Ancients (DotA) mod. With regular updates that ensure a constant evolution of gameplay, features, and heroes, Dota 2 has taken on a life of its own.","Each match of Dota 2 involves two teams, both containing five players and occupying a fortified stronghold at either end of the map. Victory is achieved by destroying the enemy's Ancient, a building that is invulnerable until certain objectives are achieved. Each player controls a ""Hero"" character and focuses on leveling up, acquiring items and fighting against the other team to achieve victory during each match.
The previous match has no connection with the next match. All heroes are playable as in you do not have to ""purchase/unlock"" heroes to play them. The game development team try their best at balancing the heroes so that all heroes can be played in any match",,no_clear_protagonist,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Roster/multiplayer title without a single protagonist.
380,Metal Gear Solid 4: Guns of the Patriots,2008,Adventure | Shooter | Tactical,Action | Fantasy | Historical | Stealth | Survival,Single player,2213.0,727.0,735.0,"Metal Gear Solid 4: Guns of the Patriots is the final canonical Metal Gear game to feature Solid Snake as the main character. The gameplay of the previous games have been kept along with some new features, such as the ability to roll on your back and also to hide in bins scattered around the environment. Most of the story and the relationship between the characters are explained through cut-scenes with a considerable length, so knowledge of the prior games is recommended to fully understand the story. The game also features a complex multiplayer mode entitled Metal Gear Online with some original missions based on the stealth aspects of the single-player games.","In 2014, the world is in chaos, the ""war economy"" plunging the world into never-ending battle. This fuels the need for private military companies, the five largest of which (together rivaling the power of the entire United States Army) are owned by a single mother company, Outer Heaven, with Liquid Ocelot at the helm. Liquid Ocelot, a fusion of the consciousness of Liquid Snake and the body of Revolver Ocelot, is once again set on world domination. Solid Snake, now also referred to a Old Snake due to his advanced accelerated ageing, is dispatched to assassinate Liquid Ocelot as a personal favor to Roy Campbell.",Solid Snake,fixed_named_single,Rebel/Outlaw,Sage/Investigator,Hero/Warrior,3,3,False,general_knowledge,Stealth operative protagonist.
539,Metro: Last Light,2013,Shooter,Action | Fantasy | Horror | Survival,Single player,2197.0,719.0,729.0,"Based on the Russian novel Metro 2033 by Dmitry Glukhovsky, Metro: Last Light is a post-apocalyptic horror first-person shooter that serves as a new chapter in the Metro saga and is the sequel to Metro 2033. Like its predecessor, the game is a primarily story-driven shooter with heavy stealth elements. Artyom may carry up to three weapons at a time, however bullets are scarce and valuable to the point that higher grade bullets are, in fact, the Metro's currency. When dealing with armed opponents, stealth is encouraged and it is wise to save ammunition for the many mutant creatures encountered in combat. In many situations the player can choose between straightforward shooting and stealth, also having the option for lethal or non-lethal enemy takedowns.","The game picks up after the bad ending from Metro 2033, in which Artyom delivers a devastating attack on the mysterious supernatural race known as the Dark Ones. The station-cities of the Metro struggle for power using weapons found in D6. The player follows Artyom, the main protagonist from Metro 2033, as he searches for the mysterious ""Prisoner"", the supposed “key to survival – the last light in our darkest hour…”",Artyom,fixed_named_single,Everyman/Orphan,Explorer/Seeker,Hero/Warrior,3,3,False,general_knowledge,Survivor exploring post-apocalyptic metro.
2909,The Legend of Zelda: A Link Between Worlds,2013,Adventure | Puzzle,Action | Fantasy | Historical | Open world | Sandbox,Single player,2184.0,708.0,723.0,"The Legend of Zelda: A Link Between Worlds is the first Zelda game made exclusively for the Nintendo 3DS. It is an indirect sequel to A Link to the Past with the same version of Hyrule but with new characters and gameplay elements. Unlike the series' tradition, many areas of the world are accessible from the beginning of the game and the dungeons can be visited in any order. Puzzles are encountered not only in dungeons but also in the open world, a part of them revolves around the game's 3D visual effect. The 3DS touch-screen display shows the world, dungeon or map depending on where you are.","After capturing Princess Zelda and escaping through a rift into the parallel world of Lorule, the evil sorcerer Yuga plan to use the power of the Seven Mages to resurrect the demon king Ganon. The young adventurer Link is called out to restore peace to the kingdom of Hyrule and is granted the ability to merge into walls after obtaining a magic bracelet from the eccentric merchant Ravio, which allows him to reach previously inaccessible areas and travel between the worlds of Hyrule and Lorule.",Link,fixed_named_single,Hero/Warrior,Explorer/Seeker,Innocent,3,3,False,general_knowledge,Zelda mainline lead.
1022,The Legend of Zelda,1986,Adventure,Action | Fantasy | Open world,Single player,2181.0,727.0,727.0,"The Legend of Zelda is the first title in the Zelda series, it has marked the history of video games particularly for it's game mechanics and universe. The player controls Link and must make his way through the forests, graveyards, plains and deserts of the Otherworld to find the secret entrances to the eight dungeons and try to restore the broken Triforce. Among the game's mechanics, it was the first time we saw a continuous world that could be freely explored, power-ups that permanently enhanced the main character's abilities and a battery save feature that allowed players to keep their progress instead of having to start over. The gameplay balanced action sequences with discovery, secrets and exploration.","In one of the darkest times in the Kingdom of Hyrule, a young boy named Link takes on an epic quest to restore the fragmented Triforce of Wisdom and save the Princess Zelda from the clutches of the evil Ganon.",Link,fixed_named_single,Hero/Warrior,Explorer/Seeker,Innocent,3,3,False,general_knowledge,Zelda mainline lead.
1279,Hearthstone,2014,Card & Board Game | Strategy | Turn-based strategy (TBS),Fantasy,Multiplayer | Single player,2172.0,712.0,721.0,"Sheathe your sword, draw your deck, and get ready for Hearthstone - the fast paced strategy card game that's easy to learn and massively fun. Start a free game on Battle.net and play your cards to sling spells, summon creatures, and command the heroes of Warcraft in duels of epic strategy.

With powerful prebuilt decks, and hundreds of additional cards to win, craft or purchase - your collection never stops evolving.

Challenge players of all skill levels on Battle.net or hone your skills in practice matches against some of the greatest strategists of Azeroth - Thrall, Uther, Gul'dan, and more!",,,no_clear_protagonist,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Roster/multiplayer title without a single protagonist.
364,Heroes of Might and Magic III: The Restoration of Erathia,1999,Role-playing (RPG) | Strategy | Turn-based strategy (TBS),Fantasy,Multiplayer | Single player,2140.0,712.0,713.0,"Heroes of Might and Magic III: The Restoration of Erathia is a turn-based strategy game and the third installment of the Heroes of Might and Magic series.

The game's story is first referenced throughout Might and Magic VI: The Mandate of Heaven and takes place before Might and Magic VII: For Blood and Honor. The player can choose to play through six different campaigns telling the story, or play in a scenario against computer or human opponents.","The game's story unfolds primarily through a series of seven playable campaigns, all set upon the continent of Antagarich. During the campaigns, the story is told from alternating points of view, giving players the opportunity to play as each of the town alignments.

Following the disappearance of King Roland Ironfist of Enroth prior to Might and Magic VI: The Mandate of Heaven, his wife, Queen Catherine, is left to rule the realm. In the meantime, her father, King Gryphonheart of Erathia, is assassinated. Without their beloved King, the kingdom of Erathia falls to the dark forces of Nighon and Eeofol. Queen Catherine returns home to Antagarich seeking to rally the people of her homeland and lead them against the evil that has ravaged their nation.

Erathia's capital of Steadwick is sacked by the dungeon lords of Nighon and the Kreegans of Eeofol. Meanwhile, the nations of Tatalia and Krewlod skirmish at the western border, seizing the chance to expand their territory. Catherine's first task is to establish a foothold in the conquered kingdom by enlisting the aid of allies. The wizards of Bracada and the elves of AvLee answer her call, and together they push towards Steadwick and eventually retake it, quickly quelling the border war in the west. Soon after, Lucifer Kreegan, a commander in the Eeofol armies, sends an envoy to Erathia claiming that Roland Ironfist is captive within their territories. AvLee invades Eeofol, but fails to rescue Roland, who is transported to their northern holdings. Afterwards, Catherine invades Nighon, pushing the dungeon armies back to their island home.

In the meantime, the necromancers of Deyja, having been responsible for the assassination of King Gryphonheart, plot to revive his corpse as a lich. They plan to use his wisdom in leading their own armies of the undead. However, King Gryphonheart's will proves too much for the necromancers even in his corrupted state, and he becomes a rogue lich. Having little other recourse, Queen Catherine is forced to ally herself with the necromancers and together they set out to destroy the lich of King Gryphonheart before he becomes too powerful.

A final bonus campaign, accessible only after the main campaigns are complete, tells the story of separatists living in the Contested Lands, a war-torn border between Erathia and AvLee. Tired of the skirmishes that bring unrest to their homelands, they join together to fight for independence from the two large kingdoms. It is later implied that this rising was orchestrated by Archibald Ironfist, the antagonist of Heroes of Might and Magic II.",,strategy_or_systemic_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Faction/strategy control without single protagonist.
1073,Super Mario World 2: Yoshi's Island,1995,Platform,Action | Fantasy | Kids,Multiplayer | Single player,2134.0,710.0,711.0,"Super Mario World 2: Yoshi's Island is a platform video game acting as a prequel to 1990's Super Mario World. The game casts players as Yoshi as he escorts Baby Mario through 48 levels in order to reunite him with his brother Luigi, who had been kidnapped by Baby Bowser's minions. As a Super Mario series platformer, Yoshi runs and jumps to reach the end of the level while solving puzzles and collecting items. In a style new to the series, the game has a hand-drawn aesthetic and is the first to have Yoshi as its main character. The game introduces his signature abilities to flutter jump, produce eggs from swallowed enemies, and transform into vehicles.","A stork carrying the infant Mario Brothers is attacked by Kamek the Magikoopa, who steals Baby Luigi and knocks Baby Mario out of the sky. Baby Mario lands on Yoshi's Island on the back of Yoshi himself. With the help of his seven other Yoshi friends, Yoshi must traverse the island to safely reunite Baby Mario with his brother and get the babies to their parents.",Mario,fixed_named_single,Hero/Warrior,Innocent,Jester/Trickster,3,3,False,general_knowledge,Mario platform/adventure lead.
1185,Crash Bandicoot,1996,Platform,Action | Science fiction,Single player,2110.0,702.0,703.0,"Crash Bandicoot is the first installment in the Crash Bandicoot series that established Naughty Dog's reputation in the video game industry. Its premises chronicle the creation of the titular Crash, a bandicoot who has been uplifted by the mad scientist Doctor Neo Cortex. The goal of Crash Bandicoot is to traverse several levels in sequence in order to progress. The game is played from a third-person perspective in which the camera trails behind Crash, though some levels showcase forward-scrolling and side-scrolling perspectives. Crash is able to defeat enemies by either jumping on them or using a spinning attack that launches them.","Dr. Neo Cortex and Dr. Nitrus Brio, two evil doctors determined to take over the world, create two devices to turn innocent creatures into genius destroyers of the world. One particular animal, a Bandicoot, is chosen to be the leader of the pack, but when the devices fail in their attempts, the animals are turned into crazy monsters. Only Crash Bandicoot survives with brain intact, now knowing that Neo Cortex is the real bad guy. Cortex notices the threat that Crash may cause, and banishes Crash to another island. So it is up to Crash to find his way through the islands monster population and stop Cortex from destroying the world, as well as saving his girlfriend who is next on the devices list.",Crash Bandicoot,nonhuman_fixed_protagonist,Jester/Trickster,Hero/Warrior,Explorer/Seeker,3,3,False,general_knowledge,Comic mascot platform hero.
1036,The Legend of Zelda: Twilight Princess,2006,Adventure | Puzzle,Action | Fantasy | Open world,Single player,2107.0,701.0,702.0,"The Legend of Zelda: Twilight Princess is the last Zelda game for GameCube, it was highly anticipated by many members of the gaming community and was regarded as finally fulfilling the dreams of those who wanted a much more realistic and mature game than the ones before. The art is similar to the naturalistic style of Ocarina of Time, rather than the cel-shaded look of The Wind Waker. The main adventure takes place in several provinces with dungeons and temples. New to this game is the ability for Link to transform into a Wolf when entering the Twilight. As a wolf, Link can use his senses to solve puzzles and get past obstacles, he can also dig holes to find hearts and rupees. Twilight Princess has received universal acclaim from reviewers and journalists, who cited it as the greatest Zelda game of all time.","Link, a young farm boy whose tasks consist of herding goats to watching children in Ordon village, is asked by the mayor to run an errand in Castle Town. But things went strange that day: the land becomes dark and strange creatures appear from another world called the Twilight Realm which turns most people into ghosts. Unlike the others, Link transforms into a wolf but is captured. A mysterious figure named Midna helps him break free, and with the aid of her magic, they set off to free the land from the shadows. Link must explore the vast land of Hyrule and uncover the mystery behind its plunge into darkness.",Link,fixed_named_single,Hero/Warrior,Explorer/Seeker,Innocent,3,3,False,general_knowledge,Zelda mainline lead.
2350,Mario Kart 8,2014,Arcade | Racing,Action | Fantasy | Kids | Party,Multiplayer | Single player | Split screen,2070.0,670.0,685.0,"Mario Kart 8 is a kart racing game in which players control characters from the Mario universe and other Nintendo franchises. Racers compete on themed tracks using power-ups found in item boxes to gain advantages or hinder opponents. The game introduces anti-gravity sections where players drive on walls and ceilings, gaining speed boosts from collisions. It supports up to twelve players online, four locally on one system, and features modes including Grand Prix racing and arena-based battles. Vehicle customization allows players to mix kart bodies, wheels, and gliders. The Nintendo Switch version, Mario Kart 8 Deluxe, includes all previous downloadable content, a revamped battle mode with dedicated arenas, and accessibility features for newer players.",,,sports_or_racing_role,Not applicable,Uncertain,Uncertain,2,2,False,metadata_inference,Sport/racing/music title without fixed narrative protagonist.
986,Halo 2,2004,Shooter,Action | Science fiction | Warfare,Co-operative | Multiplayer | Single player | Split screen,2049.0,675.0,681.0,"Halo 2 is a first-person shooter developed by Bungie and the sequel to Halo: Combat Evolved. The campaign alternates between two playable characters: the human supersoldier Master Chief and the Covenant warrior known as the Arbiter. The game introduced online multiplayer via Xbox Live with an automated matchmaking system, dual-wielding of certain weapons, and vehicle hijacking. It supports both cooperative campaign and competitive multiplayer modes, and was the best-selling game on the original Xbox.","In the 26th century, the Covenant, a powerful alliance of alien races, launches a surprise attack on Earth. Master Chief defends the planet's orbital stations before pursuing the Covenant fleet to a second Halo installation. Meanwhile, a disgraced Covenant Elite commander is branded a heretic for failing to prevent the first Halo's destruction and given the suicidal rank of Arbiter. As both warriors pursue their separate missions, they uncover a brewing civil war within the Covenant and a parasitic threat that endangers all sides.",Master Chief,fixed_named_single,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,3,3,False,general_knowledge,Supersoldier hero protagonist.
