appid,name_from_app_list,absolute_index,details_from_cache,steamspy_from_cache,forced_include,bucket,matched_terms,relevance_score,steamspy_tags,steam_type,steam_name,is_free,required_age,release_date_coming_soon,steam_release_date,developers,publishers,steam_genres,steam_categories,platform_windows,platform_mac,platform_linux,metacritic_score,recommendations_total,short_description,header_image,website,support_url,support_email,steamspy_owners,steamspy_median_forever,steamspy_average_forever,total_reviews,total_positive,total_negative,total_ratings_pos_neg,positive_ratio,review_score,review_score_desc,reviews_from_cache,include_in_corpus,exclusion_reason,original_release_year,original_release_decade,game_series,protagonist,protagonist_type,protagonist_gender,primary_archetype,secondary_archetype,shadow_load_0_3,player_projection_0_3,narrative_complexity_0_3,corpus_notes,coding_source,review_error,run_id,run_start_index,run_scan_limit,scanned_at_utc,player_shaped_arc,ensemble_archetypes,llm_primary_archetype_suggestion,llm_secondary_archetype_suggestion,llm_shadow_load_suggestion,human_validation_primary_mode,human_validation_secondary_mode,human_validation_agreement_score,human_validation_votes_json
22380,Fallout: New Vegas,474,True,True,False,narrative/protagonist-heavy,"Action, Action RPG, Adventure, Character Customization, FPS, First-Person, Open World, RPG, Sandbox, Shooter, Singleplayer, Story Rich, Survival, Third Person",25,"Open World, RPG, Post-apocalyptic, Singleplayer, Moddable, Story Rich, Exploration, First-Person, Action, Adventure, FPS, Sci-fi, Western, Atmospheric, Action RPG, Character Customization, Survival, Sandbox, Shooter, Third Person",game,Fallout: New Vegas,False,16,False,"Oct 19, 2010",Obsidian Entertainment,Bethesda Softworks,"Action, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Family Sharing",True,False,False,84,208585,Welcome to Vegas. New Vegas. Enjoy your stay!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/22380/header.jpg?t=1765992876,http://fallout.bethsoft.com,http://support.bethsoft.com/,,"5,000,000 .. 10,000,000",0,0,258065,247731,10334,258065,0.959955825082828,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:05:34.084055+00:00,,,,,,,,,
238960,Path of Exile,1770,True,True,False,RPG/character progression,"Action, Action RPG, Adventure, Character Customization, Horror, Inventory Management, MMORPG, RPG, Singleplayer",14,"Free to Play, Dark Fantasy, Action RPG, Hack and Slash, Loot, MMORPG, Multiplayer, Dungeon Crawler, Isometric, Character Customization, RPG, Online Co-Op, Singleplayer, Inventory Management, Action, PvP, Horror, Massively Multiplayer, Fantasy, Adventure",game,Path of Exile,True,0,False,"Oct 23, 2013",Grinding Gear Games,Grinding Gear Games,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Tablet",True,True,False,86,1028,"You are an Exile, struggling to survive on the dark continent of Wraeclast, as you fight to earn power that will allow you to exact your revenge against those who wronged you. Path of Exile is an online Action RPG set in a dark fantasy world. The game is completely free and will never be pay-to-win.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/238960/558fd9078de800b7528a8e96bee0108a8fac17aa/header.jpg?t=1773177577,http://www.pathofexile.com,https://www.pathofexile.com/support,support@grindinggear.com,"20,000,000 .. 50,000,000",0,0,247384,220303,27081,247384,0.8905305112699285,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:06:42.578191+00:00,,,,,,,,,
294100,RimWorld,3043,True,True,False,RPG/character progression,"Base-Building, Building, City Builder, Colony Sim, Management, Open World, Sandbox, Simulation, Singleplayer, Strategy, Survival, Tactical RPG",23,"Colony Sim, Base-Building, Survival, Strategy, Sandbox, Management, Building, Simulation, Moddable, Singleplayer, City Builder, Open World, Procedural Generation, 2D, Sci-fi, Indie, Space, Tactical RPG, Cartoony, Western",game,RimWorld,False,0,False,"Oct 17, 2018",Ludeon Studios,Ludeon Studios,"Indie, Simulation, Strategy","Single-player, Steam Workshop, Adjustable Text Size, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing",True,True,True,87,204003,"A sci-fi colony sim driven by an intelligent AI storyteller. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294100/76e0613b8197327299d5dbabb0a7fd7828a689a2/header.jpg?t=1780420333,https://ludeon.com,https://ludeon.com/support,support@ludeon.com,"5,000,000 .. 10,000,000",0,0,240816,235722,5094,240816,0.9788469204704008,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:09:15.054597+00:00,,,,,,,,,
393380,Squad,6383,True,False,False,systemic/player-role,"Action, Strategy",3,,game,Squad,False,0,False,"Sep 23, 2020",Offworld,Offworld,"Action, Indie, Massively Multiplayer, Strategy","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Steam Workshop, Partial Controller Support, Valve Anti-Cheat enabled",True,False,False,,176820,"Squad is a tactical FPS that provides authentic combat experiences through teamwork, communication, and realistic combat. It bridges the gap between arcade shooter and military realism with 100-player battles, combined-arms warfare, and base building.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/393380/0b19b50aabea356bd8f534fbe7d6db9bd227810a/header.jpg?t=1778698936,http://joinsquad.com,http://support.joinsquad.com,support@joinsquad.com,,,,238429,193565,44864,238429,0.8118349697394193,8,Very Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:06:14.885117+00:00,,,,,,,,,
700330,SCP: Secret Laboratory,16896,False,False,False,RPG/character progression,"Action, RPG",3,,game,SCP: Secret Laboratory,True,0,False,"Dec 29, 2017",Northwood Studios,Northwood Studios,"Action, Casual, Indie, RPG, Free To Play","Multi-player, PvP, Online PvP, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled",True,False,False,,,"Deep within a secure underground facility, a sudden containment breach allows many of the secured anomalies to escape from their chambers. Assist the Foundation in re-securing the facility, help the Insurgency in their goal to capture it, or wreak havoc as an SCP in a frantic bid to escape.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/700330/19e84a7d25dc97d4ebf6358bbf8a5081330deaea/header.jpg?t=1780232910,https://scpslgame.com/,https://support.scpslgame.com/,,,,,231140,210599,20541,231140,0.9111317816042226,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T12:49:59.605819+00:00,,,,,,,,,
427520,Factorio,7425,True,False,False,systemic/player-role,"Simulation, Strategy",4,,game,Factorio,False,0,False,"Aug 14, 2020",Wube Software LTD.,Wube Software LTD.,"Casual, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Adjustable Text Size, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Subtitle Options, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing",True,True,True,90,192037,"Factorio is a game about building and creating automated factories to produce items of increasing complexity, within an infinite 2D world. Use your imagination to design your factory, combine simple elements into ingenious structures, and finally protect it from the creatures who don't really like you.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/427520/header.jpg?t=1763986204,https://www.factorio.com,http://www.factorio.com/support-overview,support@factorio.com,,,,230511,224772,5739,230511,0.9751031404141234,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:09:47.487601+00:00,,,,,,,,,
311210,Call of Duty®: Black Ops III,3501,True,True,False,narrative/protagonist-heavy,"Action, Adventure, FPS, First-Person, Hero Shooter, Shooter, Singleplayer, Story Rich, Zombies",13,"Multiplayer, Zombies, FPS, Shooter, Action, First-Person, Singleplayer, Co-op, Futuristic, Illuminati, Hero Shooter, Robots, Sci-fi, Gore, Great Soundtrack, Story Rich, Atmospheric, Parkour, Quick-Time Events, Split Screen",game,Call of Duty®: Black Ops III,False,17,False,"Nov 5, 2015","Treyarch, Aspyr (Mac)","Activision, Aspyr (Mac)","Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",True,True,False,73,153921,Call of Duty®: Black Ops III Zombies Chronicles Edition includes the full base game plus the Zombies Chronicles content expansion.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/311210/header.jpg?t=1780963650,https://www.callofduty.com/,http://support.activision.com/,,"5,000,000 .. 10,000,000",0,0,229603,195136,34467,229603,0.8498843656224004,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:11:14.039658+00:00,,,,,,,,,
477160,Human Fall Flat,9074,True,False,False,systemic/player-role,"Adventure, Simulation",3,,game,Human Fall Flat,False,0,False,"Jul 22, 2016",No Brakes Games,Curve Games,"Adventure, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Surround Sound, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing",True,True,False,70,173037,"Human Fall Flat is a hilarious, light-hearted platformer set in floating dreamscapes that can be played solo or with up to 8 players online. Free new levels keep its vibrant community rewarded.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/477160/61fc37ab66cdda1119ec6b56c2c06c9ad0179842/header.jpg?t=1781193705,http://www.nobrakesgames.com/,https://curvegames.com/contact/,support@curvegames.com,,,,224639,212576,12063,224639,0.9463005088163676,8,Very Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:15:15.256297+00:00,,,,,,,,,
379720,DOOM,5913,True,False,False,action/adventure protagonist,Action,1,,game,DOOM,False,17,False,"May 12, 2016",id Software,Bethesda Softworks,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Color Alternatives, Stereo Sound, Surround Sound, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",True,False,False,85,152898,"Now includes all three premium DLC packs (Unto the Evil, Hell Followed, and Bloodfall), maps, modes, and weapons, as well as all feature updates including Arcade Mode, Photo Mode, and the latest Update 6.66, which brings further multiplayer improvements as well as revamps multiplayer progression.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/379720/header.jpg?t=1750784856,http://www.doom.com,http://help.bethesda.net/,,,,,218753,208949,9804,218753,0.9551823289280604,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:04:52.958028+00:00,,,,,,,,,
782330,DOOM Eternal,20101,False,False,False,action/adventure protagonist,Action,1,,game,DOOM Eternal,False,17,False,"Mar 19, 2020",id Software,Bethesda Softworks,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Color Alternatives, Adjustable Difficulty, Stereo Sound, Surround Sound, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, HDR available, Family Sharing",True,False,False,88,188181,Hell’s armies have invaded Earth. Become the Slayer in an epic single-player campaign to conquer demons across dimensions and stop the final destruction of humanity. The only thing they fear... is you.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/782330/feaf8293bcd2d078422faa547bc0d707c08f606e/header.jpg?t=1781283783,https://slayersclub.bethesda.net/en,http://help.bethesda.net/,,,,,215092,196553,18539,215092,0.9138089747642869,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T15:23:52.116586+00:00,,,,,,,,,
534380,Dying Light 2 Stay Human: Reloaded Edition,10966,False,False,False,RPG/character progression,"Action, Adventure, RPG",4,,game,Dying Light 2 Stay Human: Reloaded Edition,False,18,False,"Feb 3, 2022",Techland,Techland,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",True,False,False,,160642,"Humanity is fighting a losing battle against the virus. Experience a post-apocalyptic open world overrun by hordes of zombies, where your parkour and combat skills are key to survival. Traverse the City freely during the day, but watch the monsters take over during the night.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/534380/header.jpg?t=1781107577,https://pilgrimoutpost.techlandgg.com/?utm_source=steam&amp;utm_medium=store&amp;utm_campaign=dying_light_2,http://support.techland.pl/,support@techland.pl,,,,214176,169132,45044,214176,0.7896869864037054,6,Mostly Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T08:14:07.269364+00:00,,,,,,,,,
646570,Slay the Spire,14698,False,False,False,systemic/player-role,Strategy,2,,game,Slay the Spire,False,0,False,"Jan 23, 2019",Mega Crit,Mega Crit,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Adjustable Text Size, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Save Anytime, Touch Only Option, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",True,True,True,89,189701,"We fused card games and roguelikes together to make the best single player deckbuilder we could. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and Slay the Spire!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/646570/header.jpg?t=1774015376,https://www.megacrit.com/,https://www.megacrit.com/support/,support@megacrit.com,,,,213029,207866,5163,213029,0.9757638631360049,9,Overwhelmingly Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T11:05:43.700715+00:00,,,,,,,,,
268910,Cuphead,2408,True,True,False,action/adventure protagonist,"Action, Platformer, Singleplayer",5,"Difficult, Cartoon, Co-op, Platformer, Great Soundtrack, Local Co-Op, 2D, Multiplayer, Hand-drawn, Indie, Cartoony, Retro, Bullet Hell, Action, Shoot 'Em Up, Singleplayer, Side Scroller, Colorful, Souls-like, Funny",game,Cuphead,False,0,False,"Sep 29, 2017",Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",True,True,False,88,189985,"Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era, i.e. traditional hand drawn cel animation, watercolor backgrounds, and original jazz recordings.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/268910/header.jpg?t=1709068852,http://www.cupheadgame.com,,support@studiomdhr.com,"5,000,000 .. 10,000,000",0,0,211813,203766,8047,211813,0.9620089418496504,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:07:53.943419+00:00,,,,,,,,,
8930,Sid Meier's Civilization® V,225,True,True,False,systemic/player-role,"4X, Grand Strategy, Simulation, Singleplayer, Strategy, Tactical, Turn-Based, Turn-Based Strategy",13,"Turn-Based Strategy, Strategy, Turn-Based, Multiplayer, Historical, 4X, Addictive, Singleplayer, Hex Grid, Grand Strategy, Replay Value, Co-op, Economy, Tactical, Diplomacy, Moddable, Simulation, Classic, Great Soundtrack, Touch-Friendly",game,Sid Meier's Civilization® V,False,0,False,"Sep 21, 2010","Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",True,True,True,90,127502,"Create, discover, and download new player-created maps, scenarios, interfaces, and more!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8930/header.jpg?t=1724341158,http://www.civilization.com,http://www.2kgames.com/civ5/support/,,"10,000,000 .. 20,000,000",0,0,209773,200527,9246,209773,0.9559237842811038,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:05:22.757244+00:00,,,,,,,,,
435150,Divinity: Original Sin 2 - Definitive Edition,7737,True,False,False,RPG/character progression,"Adventure, RPG, Strategy",5,,game,Divinity: Original Sin 2 - Definitive Edition,False,0,False,"Sep 14, 2017",Larian Studios,Larian Studios,"Adventure, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",True,True,False,93,178357,"The critically acclaimed RPG that raised the bar, from the creators of Baldur's Gate 3. Gather your party. Master deep, tactical combat. Venture as a party of up to four - but know that only one of you will have the chance to become a God.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/435150/3f6ee788cb01bd65097c52399d536eb424b4876f/header.jpg?t=1765811123,https://divinity.com/original-sin-ii,http://larian.com/support/,supportdos2@larian.com,,,,203384,194594,8790,203384,0.9567812610628172,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:10:44.314714+00:00,,,,,,,,,
433850,Z1 Battle Royale,7661,True,False,False,action/adventure protagonist,"Action, Adventure",2,,game,Z1 Battle Royale,True,0,False,"Feb 28, 2018",Daybreak Game Company,Daybreak Game Company,"Action, Adventure, Free To Play, Massively Multiplayer","Multi-player, PvP, Online PvP, In-App Purchases",True,False,False,70,143070,"Z1 Battle Royale is a Free to Play, fast-paced, action arcade, competitive Battle Royale. Staying true to its &quot;King of the Kill&quot; roots, the game has been revamped and restored to the classic feel, look, and gameplay everyone fell in love with. Play solo, duos, or fives and be the last ones standing.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/433850/header.jpg?t=1579626820,https://www.h1z1.com,https://help.daybreakgames.com/,,,,,202590,113106,89484,202590,0.5583000148082333,5,Mixed,True,,,,,,,,,,,,,,,,,start5000_limit5000_20260614T200239Z,5000,5000,2026-06-14T20:10:34.961085+00:00,,,,,,,,,
518790,theHunter: Call of the Wild™,10428,False,False,False,systemic/player-role,"Adventure, Simulation, Sports",3,,game,theHunter: Call of the Wild™,False,0,False,"Feb 16, 2017",Expansive Worlds,Avalanche Studios,"Adventure, Simulation, Sports","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Family Sharing",True,False,False,,165983,"Discover an atmospheric hunting game like no other in this realistic, stunning open world – regularly updated in collaboration with the community. Immerse yourself in the single player campaign, or share the ultimate hunting experience with friends.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/518790/036e17409d690cc01b022d73a198aa51a320f803/header_alt_assets_28.jpg?t=1780409865,http://callofthewild.thehunter.com/,http://support.thehunter.com/hc/en-us,,,,,197889,176308,21581,197889,0.8909439130017333,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T07:49:40.285481+00:00,,,,,,,,,
12210,Grand Theft Auto IV: The Complete Edition,291,True,True,False,survival/sandbox or horror,"Action, Adventure, Open World, Sandbox, Shooter, Singleplayer, Third Person, Third-Person Shooter",12,"Open World, Action, Automobile Sim, Multiplayer, Crime, Third Person, Adventure, Singleplayer, Third-Person Shooter, Moddable, Sandbox, Shooter, Physics, Atmospheric, Classic, Dark Humor, Funny, Gore, Satire, Co-op",game,Grand Theft Auto IV: The Complete Edition,False,17,False,"Mar 24, 2020","Rockstar North, Rockstar Toronto",Rockstar Games,"Action, Adventure","Single-player, Multi-player, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",True,False,False,90,173900,"Niko Bellic, Johnny Klebitz and Luis Lopez all have one thing in common - they live in the worst city in America. Liberty City worships money and status, and is heaven for those who have them and a living nightmare for those who don't.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/12210/header.jpg?t=1721061564,http://www.rockstargames.com/iv,https://support.rockstargames.com/,,"5,000,000 .. 10,000,000",0,0,196617,163532,33085,196617,0.831728690804966,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:05:28.249009+00:00,,,,,,,,,
400,Portal,14,True,True,False,narrative/protagonist-heavy,"3D Platformer, Action, Adventure, FPS, Female Protagonist, First-Person, Platformer, Puzzle-Platformer, Singleplayer, Story Rich",14,"Puzzle, Puzzle-Platformer, First-Person, 3D Platformer, Singleplayer, Sci-fi, Comedy, Female Protagonist, Physics, Funny, Action, Classic, Story Rich, Platformer, Science, Atmospheric, Dark Humor, Short, FPS, Adventure",game,Portal,False,0,False,"Oct 10, 2007",Valve,Valve,Action,"Single-player, Steam Achievements, Full controller support, Captions available, Camera Comfort, Custom Volume Controls, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Includes level editor, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Family Sharing",True,False,True,90,169608,"Portal™ is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories, Portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/400/header.jpg?t=1745368554,http://www.whatistheorangebox.com/,http://steamcommunity.com/app/400,,"10,000,000 .. 20,000,000",0,0,194916,192040,2876,194916,0.9852449260194136,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:05:16.190687+00:00,,,,,,,,,
281990,Stellaris,2687,True,True,False,systemic/player-role,"4X, Grand Strategy, Management, Sandbox, Simulation, Singleplayer, Strategy",15,"Space, Grand Strategy, Strategy, Sci-fi, 4X, Exploration, Sandbox, Simulation, Multiplayer, Singleplayer, Real-Time with Pause, Moddable, Management, Diplomacy, Military, Futuristic, Replay Value, Great Soundtrack, Procedural Generation, Atmospheric",game,Stellaris,False,0,False,"May 9, 2016",Paradox Development Studio,Paradox Interactive,"Simulation, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",True,True,True,78,140949,"Explore a galaxy full of wonders in this sci-fi grand strategy game from Paradox Development Studios. Interact with diverse alien races, discover strange new worlds with unexpected events and expand the reach of your empire. Each new adventure holds almost limitless possibilities.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/281990/header.jpg?t=1779090735,https://www.stellaris.com/,https://paradox.zendesk.com/home,support@paradoxplaza.com,"2,000,000 .. 5,000,000",0,0,194482,167120,27362,194482,0.8593083164508798,8,Very Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:08:30.706699+00:00,,,,,,,,,
270880,American Truck Simulator,2471,True,True,False,systemic/player-role,"Adventure, Immersive Sim, Management, Open World, Simulation, Singleplayer",11,"Automobile Sim, Driving, Open World, Transportation, Simulation, America, Realistic, Moddable, Relaxing, Exploration, Economy, Management, Atmospheric, Immersive Sim, Multiplayer, Singleplayer, Adventure, Casual, Family Friendly, Level Editor",game,American Truck Simulator,False,0,False,"Feb 2, 2016",SCS Software,SCS Software,"Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing",True,True,True,76,163947,"Experience legendary American trucks and deliver various cargoes across sunny California, sandy Nevada, and the Grand Canyon State of Arizona. American Truck Simulator takes you on a journey through the breathtaking landscapes and widely recognized landmarks around the States.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/270880/a80e5a18363259677ca96c2a39503ea595d2a45f/header.jpg?t=1778774561,https://americantrucksimulator.com/,https://americantrucksimulator.com/support.php,support@americantrucksimulator.com,"2,000,000 .. 5,000,000",0,0,192260,186332,5928,192260,0.969166753354832,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:07:58.558092+00:00,,,,,,,,,
240,Counter-Strike: Source,10,True,True,False,systemic/player-role,"Action, FPS, First-Person, Sandbox, Shooter, Simulation, Singleplayer, Strategy, Survival, Tactical, e-sports",15,"Shooter, FPS, Action, Multiplayer, Team-Based, First-Person, Competitive, Tactical, PvP, e-sports, Military, War, Strategy, Moddable, Singleplayer, Difficult, Atmospheric, Survival, Simulation, Sandbox",game,Counter-Strike: Source,False,0,False,"Nov 1, 2004",Valve,Valve,Action,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Camera Comfort, Color Alternatives, Custom Volume Controls, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes Source SDK, Family Sharing",True,False,True,88,134040,Counter-Strike: Source blends Counter-Strike's award-winning teamplay action with the advanced technology of Source™ technology.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/240/header.jpg?t=1745368575,,http://steamcommunity.com/app/240,,"10,000,000 .. 20,000,000",0,0,191568,184464,7104,191568,0.9629165622650964,9,Overwhelmingly Positive,True,,,,,,,,,,,,,,,,,start0_limit5000_20260614T210511Z,0,5000,2026-06-14T21:05:16.078660+00:00,,,,,,,,,
552520,Far Cry® 5,11608,False,False,False,action/adventure protagonist,"Action, Adventure",2,,game,Far Cry® 5,False,17,False,"Mar 26, 2018","Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Includes level editor, HDR available",True,False,False,,170426,"Discover the open world of Hope County, Montana, besieged by a fanatical doomsday cult. Dive into the action solo or two-player co-op in the story campaign, use a vast arsenal of weapons and allies, and free Hope County from Joseph Seed and his cult.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/552520/header.jpg?t=1762190084,https://far-cry.ubisoft.com/,http://support.ubi.com,,,,,186390,151059,35331,186390,0.8104458393690649,8,Very Positive,False,,,,,,,,,,,,,,,,,start10000_limit20000_20260615T073020Z,10000,20000,2026-06-15T08:42:20.447397+00:00,,,,,,,,,
